Output Data: 
StormID : AL011851  	Storm Name :                	Date range is : 18510625 - 18510628 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : CP052015  	Storm Name : MALIA          	Date range is : 20150917 - 20150923 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP162015  	Storm Name : SIXTEEN        	Date range is : 20150920 - 20150921 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :3  
StormID : CP062015  	Storm Name : NIALA          	Date range is : 20150923 - 20150930 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : EP172015  	Storm Name : MARTY          	Date range is : 20150926 - 20150930 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : CP072015  	Storm Name : OHO            	Date range is : 20151001 - 20151010 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :0  
StormID : CP082015  	Storm Name : EIGHT          	Date range is : 20151002 - 20151006 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP182015  	Storm Name : NORA           	Date range is : 20151009 - 20151015 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : EP192015  	Storm Name : OLAF           	Date range is : 20151015 - 20151028 	Highest Maximum Knots are : 130 	Date :          	Time of Landfall are :0  
StormID : EP202015  	Storm Name : PATRICIA       	Date range is : 20151020 - 20151024 	Highest Maximum Knots are : 185 	Date :          	Time of Landfall are :1  
StormID : EP212015  	Storm Name : RICK           	Date range is : 20151118 - 20151126 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP222015  	Storm Name : SANDRA         	Date range is : 20151123 - 20151129 	Highest Maximum Knots are : 130 	Date :          	Time of Landfall are :0  
StormID : CP092015  	Storm Name : NINE           	Date range is : 20151227 - 20160101 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : CP012016  	Storm Name : PALI           	Date range is : 20160105 - 20160115 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :0  
StormID : EP012016  	Storm Name : ONE            	Date range is : 20160606 - 20160608 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP022016  	Storm Name : AGATHA         	Date range is : 20160701 - 20160708 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP032016  	Storm Name : BLAS           	Date range is : 20160702 - 20160711 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : EP042016  	Storm Name : CELIA          	Date range is : 20160706 - 20160721 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :0  
StormID : EP052016  	Storm Name : DARBY          	Date range is : 20160711 - 20160720 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : EP062016  	Storm Name : ESTELLE        	Date range is : 20160715 - 20160724 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : EP072016  	Storm Name : FRANK          	Date range is : 20160721 - 20160730 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP082016  	Storm Name : GEORGETTE      	Date range is : 20160721 - 20160730 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :0  
StormID : EP092016  	Storm Name : HOWARD         	Date range is : 20160731 - 20160807 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP102016  	Storm Name : IVETTE         	Date range is : 20160803 - 20160811 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP112016  	Storm Name : JAVIER         	Date range is : 20160806 - 20160810 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : EP122016  	Storm Name : KAY            	Date range is : 20160817 - 20160826 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP132016  	Storm Name : LESTER         	Date range is : 20160824 - 20160831 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :0  
StormID : EP142016  	Storm Name : MADELINE       	Date range is : 20160826 - 20160828 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP152016  	Storm Name : NEWTON         	Date range is : 20160904 - 20160908 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :2  
StormID : EP162016  	Storm Name : ORLENE         	Date range is : 20160910 - 20160917 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :0  
StormID : EP172016  	Storm Name : PAINE          	Date range is : 20160918 - 20160921 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : EP182016  	Storm Name : ROSLYN         	Date range is : 20160925 - 20160930 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP192016  	Storm Name : ULIKA          	Date range is : 20160925 - 20161003 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : EP202016  	Storm Name : SEYMOUR        	Date range is : 20161022 - 20161030 	Highest Maximum Knots are : 130 	Date :          	Time of Landfall are :0  
StormID : EP212016  	Storm Name : TINA           	Date range is : 20161113 - 20161118 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP222016  	Storm Name : OTTO           	Date range is : 20161117 - 20161126 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :1  
StormID : EP012017  	Storm Name : ADRIAN         	Date range is : 20170509 - 20170512 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP022017  	Storm Name : BEATRIZ        	Date range is : 20170531 - 20170602 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :1  
StormID : EP032017  	Storm Name : CALVIN         	Date range is : 20170611 - 20170613 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :1  
StormID : EP042017  	Storm Name : DORA           	Date range is : 20170624 - 20170701 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : EP052017  	Storm Name : EUGENE         	Date range is : 20170707 - 20170714 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :0  
StormID : EP062017  	Storm Name : FERNANDA       	Date range is : 20170711 - 20170723 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :0  
StormID : EP072017  	Storm Name : GREG           	Date range is : 20170717 - 20170727 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP082017  	Storm Name :                	Date range is : 20170716 - 20170721 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP092017  	Storm Name : HILARY         	Date range is : 20170720 - 20170801 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :0  
StormID : EP102017  	Storm Name : IRWIN          	Date range is : 20170722 - 20170803 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : EP112017  	Storm Name :                	Date range is : 20170804 - 20170808 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP122017  	Storm Name : JOVA           	Date range is : 20170811 - 20170817 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP132017  	Storm Name : KENNETH        	Date range is : 20170817 - 20170827 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :0  
StormID : EP142017  	Storm Name : LIDIA          	Date range is : 20170829 - 20170903 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :2  
StormID : EP152017  	Storm Name : OTIS           	Date range is : 20170911 - 20170921 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :0  
StormID : EP162017  	Storm Name : MAX            	Date range is : 20170913 - 20170915 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : EP172017  	Storm Name : NORMA          	Date range is : 20170914 - 20170922 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : EP182017  	Storm Name : PILAR          	Date range is : 20170922 - 20170925 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP192017  	Storm Name : RAMON          	Date range is : 20171003 - 20171004 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP202017  	Storm Name : SELMA          	Date range is : 20171026 - 20171028 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :1  

Total number of Storm each year :
Year : 1851  	 Total number of Storm : 6
Year : 1852  	 Total number of Storm : 5
Year : 1853  	 Total number of Storm : 8
Year : 1854  	 Total number of Storm : 5
Year : 1855  	 Total number of Storm : 5
Year : 1856  	 Total number of Storm : 6
Year : 1857  	 Total number of Storm : 4
Year : 1858  	 Total number of Storm : 6
Year : 1859  	 Total number of Storm : 8
Year : 1860  	 Total number of Storm : 7
Year : 1861  	 Total number of Storm : 8
Year : 1862  	 Total number of Storm : 6
Year : 1863  	 Total number of Storm : 9
Year : 1864  	 Total number of Storm : 5
Year : 1865  	 Total number of Storm : 7
Year : 1866  	 Total number of Storm : 7
Year : 1867  	 Total number of Storm : 9
Year : 1868  	 Total number of Storm : 4
Year : 1869  	 Total number of Storm : 10
Year : 1870  	 Total number of Storm : 11
Year : 1871  	 Total number of Storm : 8
Year : 1872  	 Total number of Storm : 5
Year : 1873  	 Total number of Storm : 5
Year : 1874  	 Total number of Storm : 7
Year : 1875  	 Total number of Storm : 6
Year : 1876  	 Total number of Storm : 5
Year : 1877  	 Total number of Storm : 8
Year : 1878  	 Total number of Storm : 12
Year : 1879  	 Total number of Storm : 8
Year : 1880  	 Total number of Storm : 11
Year : 1881  	 Total number of Storm : 7
Year : 1882  	 Total number of Storm : 6
Year : 1883  	 Total number of Storm : 4
Year : 1884  	 Total number of Storm : 4
Year : 1885  	 Total number of Storm : 8
Year : 1886  	 Total number of Storm : 12
Year : 1887  	 Total number of Storm : 19
Year : 1888  	 Total number of Storm : 9
Year : 1889  	 Total number of Storm : 9
Year : 1890  	 Total number of Storm : 4
Year : 1891  	 Total number of Storm : 10
Year : 1892  	 Total number of Storm : 9
Year : 1893  	 Total number of Storm : 12
Year : 1894  	 Total number of Storm : 7
Year : 1895  	 Total number of Storm : 6
Year : 1896  	 Total number of Storm : 7
Year : 1897  	 Total number of Storm : 6
Year : 1898  	 Total number of Storm : 11
Year : 1899  	 Total number of Storm : 10
Year : 1900  	 Total number of Storm : 7
Year : 1901  	 Total number of Storm : 13
Year : 1902  	 Total number of Storm : 5
Year : 1903  	 Total number of Storm : 10
Year : 1904  	 Total number of Storm : 6
Year : 1905  	 Total number of Storm : 5
Year : 1906  	 Total number of Storm : 11
Year : 1907  	 Total number of Storm : 5
Year : 1908  	 Total number of Storm : 10
Year : 1909  	 Total number of Storm : 12
Year : 1910  	 Total number of Storm : 5
Year : 1911  	 Total number of Storm : 6
Year : 1912  	 Total number of Storm : 7
Year : 1913  	 Total number of Storm : 6
Year : 1914  	 Total number of Storm : 1
Year : 1915  	 Total number of Storm : 6
Year : 1916  	 Total number of Storm : 15
Year : 1917  	 Total number of Storm : 4
Year : 1918  	 Total number of Storm : 6
Year : 1919  	 Total number of Storm : 5
Year : 1920  	 Total number of Storm : 5
Year : 1921  	 Total number of Storm : 7
Year : 1922  	 Total number of Storm : 5
Year : 1923  	 Total number of Storm : 9
Year : 1924  	 Total number of Storm : 11
Year : 1925  	 Total number of Storm : 4
Year : 1926  	 Total number of Storm : 11
Year : 1927  	 Total number of Storm : 8
Year : 1928  	 Total number of Storm : 6
Year : 1929  	 Total number of Storm : 5
Year : 1930  	 Total number of Storm : 3
Year : 1931  	 Total number of Storm : 13
Year : 1932  	 Total number of Storm : 15
Year : 1933  	 Total number of Storm : 20
Year : 1934  	 Total number of Storm : 13
Year : 1935  	 Total number of Storm : 8
Year : 1936  	 Total number of Storm : 17
Year : 1937  	 Total number of Storm : 11
Year : 1938  	 Total number of Storm : 9
Year : 1939  	 Total number of Storm : 6
Year : 1940  	 Total number of Storm : 9
Year : 1941  	 Total number of Storm : 6
Year : 1942  	 Total number of Storm : 11
Year : 1943  	 Total number of Storm : 10
Year : 1944  	 Total number of Storm : 14
Year : 1945  	 Total number of Storm : 11
Year : 1946  	 Total number of Storm : 7
Year : 1947  	 Total number of Storm : 10
Year : 1948  	 Total number of Storm : 10
Year : 1949  	 Total number of Storm : 22
Year : 1950  	 Total number of Storm : 23
Year : 1951  	 Total number of Storm : 21
Year : 1952  	 Total number of Storm : 18
Year : 1953  	 Total number of Storm : 18
Year : 1954  	 Total number of Storm : 27
Year : 1955  	 Total number of Storm : 19
Year : 1956  	 Total number of Storm : 23
Year : 1957  	 Total number of Storm : 21
Year : 1958  	 Total number of Storm : 25
Year : 1959  	 Total number of Storm : 29
Year : 1960  	 Total number of Storm : 15
Year : 1961  	 Total number of Storm : 21
Year : 1962  	 Total number of Storm : 14
Year : 1963  	 Total number of Storm : 17
Year : 1964  	 Total number of Storm : 17
Year : 1965  	 Total number of Storm : 16
Year : 1966  	 Total number of Storm : 24
Year : 1967  	 Total number of Storm : 43
Year : 1968  	 Total number of Storm : 34
